Terminal log file
Date: 2022-09-30 - 오후 3:33:47
-----------------------------------------------
********Header_valid=55557777, lastIndex=8*********** 

============index=4, valid=0x55557777, 2022-09-30 14:47:48, startSec=10225, endSec=10388 ============
2022-09-30 14:47:48, adc1=0.291052, adc3=0.263635, temp=40.420250, hum=35.390343, c1=-3.066944, c3=-2.217165
2022-09-30 14:47:49, adc1=0.291052, adc3=0.264137, temp=40.440399, hum=35.390343, c1=-3.067024, c3=-2.215529
2022-09-30 14:47:50, adc1=0.291219, adc3=0.264471, temp=40.440399, hum=35.414761, c1=-3.066427, c3=-2.214449
2022-09-30 14:47:51, adc1=0.291554, adc3=0.264304, temp=40.440399, hum=35.414761, c1=-3.065117, c3=-2.215051
2022-09-30 14:47:52, adc1=0.291721, adc3=0.264304, temp=40.440399, hum=35.414761, c1=-3.064463, c3=-2.215051
2022-09-30 14:47:53, adc1=0.291554, adc3=0.263970, temp=40.420250, hum=35.463589, c1=-3.065153, c3=-2.216333
2022-09-30 14:47:54, adc1=0.290885, adc3=0.264137, temp=40.440399, hum=35.488007, c1=-3.067909, c3=-2.216028
2022-09-30 14:47:55, adc1=0.290885, adc3=0.263970, temp=40.440399, hum=35.439175, c1=-3.067794, c3=-2.216381
2022-09-30 14:47:56, adc1=0.290383, adc3=0.264137, temp=40.440399, hum=35.488007, c1=-3.069873, c3=-2.216028
2022-09-30 14:47:57, adc1=0.290551, adc3=0.264304, temp=40.440399, hum=35.488007, c1=-3.069218, c3=-2.215426
2022-09-30 14:47:58, adc1=0.290383, adc3=0.264304, temp=40.440399, hum=35.512421, c1=-3.069930, c3=-2.215551
2022-09-30 14:47:59, adc1=0.291052, adc3=0.264304, temp=40.440399, hum=35.488007, c1=-3.067255, c3=-2.215426
2022-09-30 14:48:00, adc1=0.291219, adc3=0.263970, temp=40.440399, hum=35.365929, c1=-3.066312, c3=-2.216007
2022-09-30 14:48:01, adc1=0.291052, adc3=0.263970, temp=40.440399, hum=34.425930, c1=-3.064765, c3=-2.211205
2022-09-30 14:48:02, adc1=0.290383, adc3=0.263301, temp=40.440399, hum=30.385155, c1=-3.058319, c3=-2.193088
2022-09-30 14:48:03, adc1=0.289380, adc3=0.262465, temp=40.440399, hum=28.865288, c1=-3.059052, c3=-2.188486
2022-09-30 14:48:04, adc1=0.287541, adc3=0.259456, temp=40.420250, hum=26.832693, c1=-3.062140, c3=-2.189369
2022-09-30 14:48:05, adc1=0.285535, adc3=0.257450, temp=40.420250, hum=26.063602, c1=-3.068627, c3=-2.193083
2022-09-30 14:48:06, adc1=0.282693, adc3=0.254106, temp=40.420250, hum=25.172436, c1=-3.078273, c3=-2.201324
2022-09-30 14:48:07, adc1=0.280520, adc3=0.252268, temp=40.420250, hum=24.897760, c1=-3.086457, c3=-2.206961
2022-09-30 14:48:08, adc1=0.277511, adc3=0.249258, temp=40.420250, hum=24.476591, c1=-3.097727, c3=-2.216381
2022-09-30 14:48:09, adc1=0.275672, adc3=0.247419, temp=40.420250, hum=24.305683, c1=-3.104781, c3=-2.222587
2022-09-30 14:48:10, adc1=0.273499, adc3=0.244577, temp=40.420250, hum=24.055424, c1=-3.113035, c3=-2.232285
2022-09-30 14:48:11, adc1=0.271827, adc3=0.242571, temp=40.420250, hum=23.939449, c1=-3.119525, c3=-2.239446
