Terminal log file
Date: 2022-09-30 - 오후 3:33:47
-----------------------------------------------
********Header_valid=55557777, lastIndex=8*********** 

============index=2, valid=0x55557777, 2022-09-30 14:22:01, startSec=10113, endSec=10165 ============
2022-09-30 14:22:01, adc1=0.297070, adc3=0.272496, temp=40.440399, hum=35.610085, c1=-3.043973, c3=-2.186658
2022-09-30 14:22:02, adc1=0.296569, adc3=0.272329, temp=40.440399, hum=32.436062, c1=-3.038433, c3=-2.170667
2022-09-30 14:22:03, adc1=0.295232, adc3=0.271660, temp=40.440399, hum=28.682171, c1=-3.035367, c3=-2.153591
2022-09-30 14:22:04, adc1=0.294563, adc3=0.270657, temp=40.420250, hum=27.583471, c1=-3.035638, c3=-2.151474
2022-09-30 14:22:05, adc1=0.293727, adc3=0.270322, temp=40.440399, hum=26.771654, c1=-3.037338, c3=-2.148663
2022-09-30 14:22:06, adc1=0.291888, adc3=0.267982, temp=40.420250, hum=25.770617, c1=-3.042606, c3=-2.152115
2022-09-30 14:22:07, adc1=0.291721, adc3=0.267313, temp=40.420250, hum=25.379967, c1=-3.042493, c3=-2.152623
2022-09-30 14:22:08, adc1=0.289715, adc3=0.265474, temp=40.440399, hum=25.032045, c1=-3.049899, c3=-2.157869
2022-09-30 14:22:09, adc1=0.289380, adc3=0.265307, temp=40.420250, hum=24.940487, c1=-3.051013, c3=-2.157912
2022-09-30 14:22:10, adc1=0.287541, adc3=0.263301, temp=40.440399, hum=24.647501, c1=-3.057869, c3=-2.164096
2022-09-30 14:22:11, adc1=0.286873, adc3=0.262967, temp=40.440399, hum=24.531527, c1=-3.060329, c3=-2.164773
2022-09-30 14:22:12, adc1=0.285368, adc3=0.261295, temp=40.440399, hum=24.360619, c1=-3.066042, c3=-2.170223
2022-09-30 14:22:13, adc1=0.285034, adc3=0.260961, temp=40.420250, hum=24.305683, c1=-3.067235, c3=-2.171095
2022-09-30 14:22:14, adc1=0.284532, adc3=0.259958, temp=40.420250, hum=24.208021, c1=-3.069063, c3=-2.174402
2022-09-30 14:22:15, adc1=0.284031, adc3=0.259623, temp=40.410179, hum=24.189709, c1=-3.071021, c3=-2.175519
2022-09-30 14:22:16, adc1=0.281858, adc3=0.258453, temp=40.410179, hum=24.055424, c1=-3.079494, c3=-2.179286
2022-09-30 14:22:17, adc1=0.281356, adc3=0.258119, temp=40.420250, hum=24.018801, c1=-3.081460, c3=-2.180429
2022-09-30 14:22:18, adc1=0.279851, adc3=0.256447, temp=40.410179, hum=23.939449, c1=-3.087331, c3=-2.186329
2022-09-30 14:22:19, adc1=0.279517, adc3=0.256113, temp=40.410179, hum=23.939449, c1=-3.088673, c3=-2.187600
2022-09-30 14:22:20, adc1=0.278180, adc3=0.255444, temp=40.410179, hum=23.884514, c1=-3.093939, c3=-2.189873
2022-09-30 14:22:21, adc1=0.277845, adc3=0.254942, temp=40.410179, hum=23.884514, c1=-3.095280, c3=-2.191782
2022-09-30 14:22:22, adc1=0.277177, adc3=0.254106, temp=40.410179, hum=23.805164, c1=-3.097818, c3=-2.194576
2022-09-30 14:22:23, adc1=0.277009, adc3=0.253772, temp=40.410179, hum=23.805164, c1=-3.098489, c3=-2.195851
