Terminal log file
Date: 2022-09-30 - 오후 3:36:28
-----------------------------------------------
********Header_valid=55557777, lastIndex=4*********** 

============index=0, valid=0x55557777, 2022-09-30 10:48:08, startSec=10000, endSec=10118 ============
2022-09-30 10:48:08, adc1=0.293225, adc3=0.285535, temp=33.702621, hum=41.030334, c1=-0.708933, c3=-0.013451
2022-09-30 10:48:09, adc1=0.293225, adc3=0.285703, temp=33.702621, hum=41.054752, c1=-0.708881, c3=-0.013059
2022-09-30 10:48:10, adc1=0.293393, adc3=0.285870, temp=33.722763, hum=41.054752, c1=-0.708623, c3=-0.012706
2022-09-30 10:48:11, adc1=0.293727, adc3=0.285870, temp=33.722763, hum=41.103584, c1=-0.708162, c3=-0.012855
2022-09-30 10:48:12, adc1=0.293894, adc3=0.285870, temp=33.722763, hum=41.103584, c1=-0.707982, c3=-0.012855
2022-09-30 10:48:13, adc1=0.294061, adc3=0.285870, temp=33.732834, hum=40.835011, c1=-0.708329, c3=-0.012092
2022-09-30 10:48:14, adc1=0.293894, adc3=0.285368, temp=33.732834, hum=39.962154, c1=-0.710358, c3=-0.010834
2022-09-30 10:48:15, adc1=0.292891, adc3=0.284532, temp=33.732834, hum=37.783070, c1=-0.716111, c3=-0.006564
2022-09-30 10:48:16, adc1=0.291721, adc3=0.283696, temp=33.732834, hum=36.623329, c1=-0.719873, c3=-0.005415
2022-09-30 10:48:17, adc1=0.289213, adc3=0.280854, temp=33.742905, hum=34.853203, c1=-0.726349, c3=-0.008206
2022-09-30 10:48:18, adc1=0.287876, adc3=0.279517, temp=33.742905, hum=34.090214, c1=-0.729423, c3=-0.009742
2022-09-30 10:48:19, adc1=0.285535, adc3=0.276675, temp=33.763046, hum=33.009827, c1=-0.734161, c3=-0.014773
2022-09-30 10:48:20, adc1=0.284031, adc3=0.275839, temp=33.763046, hum=32.515411, c1=-0.736796, c3=-0.015719
2022-09-30 10:48:21, adc1=0.281858, adc3=0.273666, temp=33.763046, hum=31.831778, c1=-0.740523, c3=-0.019990
2022-09-30 10:48:22, adc1=0.280019, adc3=0.272663, temp=33.763046, hum=31.563206, c1=-0.742974, c3=-0.022113
2022-09-30 10:48:23, adc1=0.278347, adc3=0.270657, temp=33.763046, hum=31.172558, c1=-0.745521, c3=-0.026811
2022-09-30 10:48:24, adc1=0.277177, adc3=0.269654, temp=33.773117, hum=31.001648, c1=-0.747040, c3=-0.029284
2022-09-30 10:48:25, adc1=0.276174, adc3=0.267815, temp=33.783188, hum=30.733076, c1=-0.748608, c3=-0.033929
2022-09-30 10:48:26, adc1=0.275505, adc3=0.266979, temp=33.773117, hum=30.635414, c1=-0.749522, c3=-0.036060
2022-09-30 10:48:27, adc1=0.274836, adc3=0.265642, temp=33.783188, hum=30.440090, c1=-0.750590, c3=-0.039471
2022-09-30 10:48:28, adc1=0.274502, adc3=0.264973, temp=33.803329, hum=30.415674, c1=-0.750915, c3=-0.041452
2022-09-30 10:48:29, adc1=0.272997, adc3=0.263635, temp=33.813408, hum=30.318012, c1=-0.752594, c3=-0.045159
2022-09-30 10:48:30, adc1=0.271827, adc3=0.262800, temp=33.803329, hum=30.244766, c1=-0.753946, c3=-0.047382
2022-09-30 10:48:31, adc1=0.269988, adc3=0.260961, temp=33.803329, hum=30.171518, c1=-0.755926, c3=-0.052627
2022-09-30 10:48:32, adc1=0.269152, adc3=0.260125, temp=33.803329, hum=30.122688, c1=-0.756859, c3=-0.054972
2022-09-30 10:48:33, adc1=0.267815, adc3=0.258620, temp=33.813408, hum=30.073856, c1=-0.758255, c3=-0.059354
2022-09-30 10:48:34, adc1=0.266979, adc3=0.258286, temp=33.803329, hum=30.049442, c1=-0.759163, c3=-0.060243
2022-09-30 10:48:35, adc1=0.266310, adc3=0.257450, temp=33.813408, hum=29.951778, c1=-0.760004, c3=-0.062502
2022-09-30 10:48:36, adc1=0.266477, adc3=0.256614, temp=33.823479, hum=29.902948, c1=-0.759916, c3=-0.064902
2022-09-30 10:48:37, adc1=0.265307, adc3=0.255277, temp=33.823479, hum=29.878532, c1=-0.761121, c3=-0.068842
2022-09-30 10:48:38, adc1=0.264806, adc3=0.254274, temp=33.823479, hum=29.878532, c1=-0.761614, c3=-0.071854
2022-09-30 10:48:39, adc1=0.264137, adc3=0.252936, temp=33.823479, hum=29.860222, c1=-0.762311, c3=-0.075826
2022-09-30 10:48:40, adc1=0.263468, adc3=0.252100, temp=33.843620, hum=29.860222, c1=-0.762909, c3=-0.078422
2022-09-30 10:48:41, adc1=0.262800, adc3=0.251097, temp=33.853691, hum=29.835806, c1=-0.763589, c3=-0.081419
2022-09-30 10:48:42, adc1=0.262131, adc3=0.250763, temp=33.853691, hum=29.860222, c1=-0.764193, c3=-0.082498
2022-09-30 10:48:43, adc1=0.261629, adc3=0.250429, temp=33.853691, hum=29.951778, c1=-0.764489, c3=-0.083765
2022-09-30 10:48:44, adc1=0.261797, adc3=0.250596, temp=33.853691, hum=30.049442, c1=-0.764115, c3=-0.083533
2022-09-30 10:48:45, adc1=0.262967, adc3=0.252100, temp=33.853691, hum=30.244766, c1=-0.762544, c3=-0.079540
2022-09-30 10:48:46, adc1=0.263970, adc3=0.253438, temp=33.853691, hum=30.513336, c1=-0.760978, c3=-0.076272
2022-09-30 10:48:47, adc1=0.264638, adc3=0.254274, temp=33.873833, hum=30.611000, c1=-0.760047, c3=-0.074116
2022-09-30 10:48:48, adc1=0.265642, adc3=0.255277, temp=33.873833, hum=30.903986, c1=-0.758422, c3=-0.071940
2022-09-30 10:48:49, adc1=0.266143, adc3=0.255945, temp=33.873833, hum=31.026064, c1=-0.757662, c3=-0.070286
2022-09-30 10:48:50, adc1=0.267146, adc3=0.257283, temp=33.873833, hum=31.319050, c1=-0.756033, c3=-0.067127
2022-09-30 10:48:51, adc1=0.267480, adc3=0.257784, temp=33.873833, hum=31.416712, c1=-0.755489, c3=-0.065912
2022-09-30 10:48:52, adc1=0.267815, adc3=0.258955, temp=33.883904, hum=31.685284, c1=-0.754546, c3=-0.063241
2022-09-30 10:48:53, adc1=0.268484, adc3=0.259623, temp=33.883904, hum=31.807362, c1=-0.753614, c3=-0.061606
2022-09-30 10:48:54, adc1=0.269654, adc3=0.260459, temp=33.893974, hum=32.051517, c1=-0.751885, c3=-0.059872
2022-09-30 10:48:55, adc1=0.270322, adc3=0.260961, temp=33.883904, hum=32.173595, c1=-0.750982, c3=-0.058697
2022-09-30 10:48:56, adc1=0.271493, adc3=0.261295, temp=33.893974, hum=32.393333, c1=-0.749299, c3=-0.058384
2022-09-30 10:48:57, adc1=0.271827, adc3=0.261964, temp=33.914116, hum=32.490997, c1=-0.748687, c3=-0.056777
2022-09-30 10:48:58, adc1=0.272329, adc3=0.262632, temp=33.914116, hum=32.710735, c1=-0.747705, c3=-0.055442
2022-09-30 10:48:59, adc1=0.272496, adc3=0.263468, temp=33.914116, hum=32.783985, c1=-0.747378, c3=-0.053194
2022-09-30 10:49:00, adc1=0.272663, adc3=0.263970, temp=33.914116, hum=32.985413, c1=-0.746774, c3=-0.052305
2022-09-30 10:49:01, adc1=0.272663, adc3=0.264137, temp=33.924187, hum=33.083073, c1=-0.746530, c3=-0.052142
2022-09-30 10:49:02, adc1=0.273666, adc3=0.264137, temp=33.924187, hum=33.229568, c1=-0.745198, c3=-0.052568
2022-09-30 10:49:03, adc1=0.273833, adc3=0.264638, temp=33.924187, hum=33.327229, c1=-0.744817, c3=-0.051381
2022-09-30 10:49:04, adc1=0.274836, adc3=0.264638, temp=33.934258, hum=33.498138, c1=-0.743396, c3=-0.051923
2022-09-30 10:49:05, adc1=0.274836, adc3=0.265140, temp=33.924187, hum=33.595802, c1=-0.743218, c3=-0.050695
2022-09-30 10:49:06, adc1=0.275171, adc3=0.265642, temp=33.954407, hum=33.742294, c1=-0.742461, c3=-0.049789
2022-09-30 10:49:07, adc1=0.275672, adc3=0.265809, temp=33.954407, hum=33.791126, c1=-0.741845, c3=-0.049443
2022-09-30 10:49:08, adc1=0.275839, adc3=0.266143, temp=33.954407, hum=33.968136, c1=-0.741291, c3=-0.048985
2022-09-30 10:49:09, adc1=0.276341, adc3=0.266143, temp=33.954407, hum=34.041386, c1=-0.740621, c3=-0.049200
2022-09-30 10:49:10, adc1=0.276341, adc3=0.267146, temp=33.954407, hum=34.139046, c1=-0.740409, c3=-0.046560
2022-09-30 10:49:11, adc1=0.276675, adc3=0.267815, temp=33.954407, hum=34.212292, c1=-0.739909, c3=-0.044827
2022-09-30 10:49:12, adc1=0.276675, adc3=0.268149, temp=33.964478, hum=34.358788, c1=-0.739559, c3=-0.044331
2022-09-30 10:49:13, adc1=0.276842, adc3=0.268149, temp=33.964478, hum=34.432034, c1=-0.739229, c3=-0.044547
2022-09-30 10:49:14, adc1=0.277511, adc3=0.268316, temp=33.964478, hum=34.529694, c1=-0.738333, c3=-0.044349
2022-09-30 10:49:15, adc1=0.277678, adc3=0.268818, temp=33.974548, hum=34.602943, c1=-0.737969, c3=-0.043154
2022-09-30 10:49:16, adc1=0.278180, adc3=0.268985, temp=33.974548, hum=34.725021, c1=-0.737190, c3=-0.043030
2022-09-30 10:49:17, adc1=0.277845, adc3=0.268985, temp=33.994690, hum=34.798267, c1=-0.737307, c3=-0.043340
2022-09-30 10:49:18, adc1=0.278180, adc3=0.269152, temp=33.994690, hum=34.926449, c1=-0.736686, c3=-0.043234
2022-09-30 10:49:19, adc1=0.278347, adc3=0.269487, temp=34.004761, hum=34.975281, c1=-0.736374, c3=-0.042456
2022-09-30 10:49:20, adc1=0.278681, adc3=0.270155, temp=33.994690, hum=35.072941, c1=-0.735854, c3=-0.040762
2022-09-30 10:49:21, adc1=0.278681, adc3=0.269988, temp=34.004761, hum=35.121773, c1=-0.735714, c3=-0.041438
2022-09-30 10:49:22, adc1=0.279016, adc3=0.270155, temp=34.004761, hum=35.243851, c1=-0.735106, c3=-0.041317
2022-09-30 10:49:23, adc1=0.279684, adc3=0.270322, temp=34.004761, hum=35.292683, c1=-0.734310, c3=-0.040978
