Terminal log file
Date: 2022-09-30 - 오후 3:36:28
-----------------------------------------------
********Header_valid=55557777, lastIndex=4*********** 

============index=1, valid=0x55557777, 2022-09-30 11:14:39, startSec=10119, endSec=10236 ============
2022-09-30 11:14:39, adc1=0.297070, adc3=0.289882, temp=37.549896, hum=40.432156, c1=-0.690157, c3=-0.023602
2022-09-30 11:14:40, adc1=0.297405, adc3=0.290216, temp=37.549896, hum=40.432156, c1=-0.689783, c3=-0.022690
2022-09-30 11:14:41, adc1=0.297405, adc3=0.290383, temp=37.549896, hum=40.432156, c1=-0.689783, c3=-0.022233
2022-09-30 11:14:42, adc1=0.297070, adc3=0.290049, temp=37.559967, hum=40.432156, c1=-0.690113, c3=-0.023216
2022-09-30 11:14:43, adc1=0.297071, adc3=0.289715, temp=37.549896, hum=40.432156, c1=-0.690157, c3=-0.024059
2022-09-30 11:14:44, adc1=0.297071, adc3=0.289715, temp=37.549896, hum=40.432156, c1=-0.690157, c3=-0.024059
2022-09-30 11:14:45, adc1=0.297405, adc3=0.289548, temp=37.549896, hum=40.462673, c1=-0.689712, c3=-0.024628
2022-09-30 11:14:46, adc1=0.297572, adc3=0.289213, temp=37.549896, hum=40.462673, c1=-0.689525, c3=-0.025542
2022-09-30 11:14:47, adc1=0.297572, adc3=0.289213, temp=37.549896, hum=40.462673, c1=-0.689525, c3=-0.025542
2022-09-30 11:14:48, adc1=0.297071, adc3=0.289380, temp=37.549896, hum=40.462673, c1=-0.690086, c3=-0.025085
2022-09-30 11:14:49, adc1=0.296736, adc3=0.289213, temp=37.549896, hum=40.487091, c1=-0.690403, c3=-0.025632
2022-09-30 11:14:50, adc1=0.296903, adc3=0.289548, temp=37.549896, hum=40.487091, c1=-0.690216, c3=-0.024719
2022-09-30 11:14:51, adc1=0.296736, adc3=0.289548, temp=37.559967, hum=40.487091, c1=-0.690360, c3=-0.024789
2022-09-30 11:14:52, adc1=0.297070, adc3=0.289882, temp=37.549896, hum=40.511505, c1=-0.689973, c3=-0.023897
